Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs ,Rep,Temp
2/21/2017,,,25,12,6,2,2,,,,,,,1,22
2/23/2017,127,,16,13,8,4,,,2,,,,,1,22
2/25/2017,100,,8,15,8,4,,,,,,,,1,22
2/27/2017,44,7,3,9,15,6,,,,,,,,1,22
3/1/2017,4,29,1,9,11,10,,1,,,,,,1,22
3/3/2017,,26,,6,11,9,1,1,,1,,,,1,22
3/5/2017,,24,,1,9,13,1,1,,,,2,"124,130",1,22
3/7/2017,,,22,2,6,12,1,2,,,,1,70,1,22
3/9/2017,,,16,6,4,11,1,3,1,1,,,,1,22
3/11/2017,,,4,11,7,11,1,3,,,,,,1,22
3/13/2017,13,,1,9,9,6,3,6,,,,,,1,22
3/15/2017,31,,,8,8,6,3,1,1,3,,1,48,1,22
3/17/2017,25,3,,3,6,6,,3,3,,,,,1,22
3/19/2017,20,12,,,4,11,,1,,2,,,,1,22
3/21/2017,15,10,4,,2,12,,1,,,,,,1,22
3/23/2017,3,7,12,,2,12,,1,,,,,,1,22
3/25/2017,1,1,15,1,1,10,,2,,,,,,1,22
3/27/2017,,1,13,5,1,4,2,5,,1,,,,1,22
3/29/2017,,1,7,9,3,2,2,5,,1,,4,"40,75,82,64",1,22
3/31/2017,,,3,5,8,1,3,4,,1,,,,1,22
4/2/2017,,,4,3,10,1,4,2,,2,,1,52,1,22
4/4/2017,,,,6,7,3,2,,2,2,,,,1,22
4/6/2017,125,,,3,8,5,1,,1,,,,,1,22
4/8/2017,94,10,,2,7,7,,,1,,,,,1,22
4/10/2017,45,44,,,4,8,,1,,,,,,1,22
4/12/2017,6,23,33,,3,7,,2,,,,,,1,22
4/14/2017,2,10,43,,2,6,,4,,,,,,1,22
4/16/2017,1,9,42,1,,5,1,5,,,,,,1,22
4/18/2017,,,33,8,9,5,1,5,,,,,,1,22
4/20/2017,,,21,12,1,4,1,,1,4,,,,1,22
4/22/2017,,,5,19,7,3,1,,,1,,,,1,22
4/24/2017,,,2,15,12,,,,,1,,,,1,22
4/26/2017,,,1,8,11,6,,,,,,,,1,22
4/28/2017,,,1,1,5,15,,,,,,,,1,22
4/30/2017,,,,1,2,17,,,,,,,,1,22
5/2/2017,,,,,2,16,,,,,,,,1,22
5/4/2017,,,,,1,11,2,3,,,,,,1,22
5/6/2017,,,,,1,4,5,4,1,,,2,"82,63",1,22
5/8/2017,,,,,,1,4,5,1,2,,6,"60,124,95,137,86,59",1,22
5/10/2017,,,,,,1,3,4,1,1,,1,25,1,22
5/12/2017,,,,,,1,1,1,2,2,,,,1,22
5/14/2017,30,,,,,1,,,1,2,,,,1,22
5/16/2017,126,,,,,,1,,,,,,,1,22
5/18/2017,154,6,,,,,1,,,,,,,1,22
5/20/2017,91,35,,,,,1,,,,,,,1,22
5/22/2017,4,47,16,,,,,,1,,,,,1,22
5/24/2017,,11,45,,,,,,,,,,,1,22
5/26/2017,,1,46,2,,,,,,,,,,1,22
5/28/2017,,4,25,14,1,,,,,,,,,1,22
5/30/2017,,,16,16,5,,,,,,,,,1,22
6/1/2017,,,5,14,14,,,,,,,,,1,22
6/3/2017,,,,9,15,5,,,,,,,,1,22
6/5/2017,,,,6,8,14,,,,,,,,1,22
6/7/2017,,,,3,6,18,,,,,,,,1,22
6/9/2017,,,,2,2,21,,,,,,,,1,22
6/11/2017,,,,,2,15,2,5,,,,,,1,22
6/13/2017,,,,,,7,6,7,,2,,5,"230,95,188,73,86",1,22
6/15/2017,,,,,,4,2,6,4,2,,4,"78,30,27,37",1,22
6/17/2017,,,,,,3,3,3,1,2,,3,"27,21,30",1,22
6/19/2017,,,,,,1,3,2,,3,,,,1,22
6/21/2017,41,,,,,1,2,1,1,1,,,,1,22
6/23/2017,73,,,,,1,,1,,2,,,,1,22
6/25/2017,110,,,,,,,,,,,,,1,22
6/27/2017,47,57,,,,,,,,1,,,,1,22
6/29/2017,12,23,41,,,,,,,,,,,1,22
7/1/2017,1,16,47,,,,,,,,,,,1,22
7/3/2017,,3,45,2,,,,,,,,,,1,22
7/5/2017,,,36,8,1,,,,,,,,,1,22
7/7/2017,,,13,25,4,,,,,,,,,1,22
7/9/2017,,,3,12,19,,4,1,1,3,,7,"71,29,53,187,66,60,151",1,22
7/11/2017,,,1,3,18,8,,,,,,,,1,22
7/13/2017,,,,4,7,16,,,,,,,,1,22
7/15/2017,,,,,8,17,,,,,,,,1,22
7/17/2017,157,1,,,2,20,,,,,,,,1,22
7/19/2017,186,6,,,,15,,1,,,,,,1,22
7/21/2017,21,87,17,,,7,3,6,,,,1,35,1,22
7/23/2017,3,42,56,,,4,3,4,1,2,,,,1,22
7/25/2017,,42,53,1,,,,,,,,,,1,22
7/27/2017,,11,81,3,,1,2,4,2,3,,3,"19,34,59",1,22
7/29/2017,,11,74,8,,1,1,2,1,2,,,,1,22
7/31/2017,,,57,22,2,,,1,1,1,,,,1,22
8/2/2017,18,,34,24,10,,,,,1,,,,1,22
8/4/2017,13,,12,32,14,1,,,,,,,,1,22
8/6/2017,1,4,8,17,18,5,,,,,,,,1,22
8/8/2017,,7,1,11,16,14,,,,,,,,1,22
8/10/2017,,,5,5,7,24,,,,,,,,1,22
8/12/2017,,,4,2,6,23,,1,,,,,,1,22
8/14/2017,,,1,3,3,24,,3,,,,,,1,22
8/16/2017,,,,3,2,14,,8,,1,,,,1,22
8/18/2017,,,,,2,3,5,2,,4,,3,"42,130,87",1,22
8/20/2017,,,,,,,,,,,,,,1,22
8/22/2017,,,,,,4,1,,4,2,,2,"19,42",1,22
8/24/2017,,,,,,2,2,1,,,,,,1,22
8/26/2017,22,,,,,2,1,1,1,,,,,1,22
8/28/2017,57,1,,,,1,,1,1,,,,,1,22
8/30/2017,46,9,,,,1,,1,,,,,,1,22
9/1/2017,12,20,,,,1,,1,,,,,,1,22
9/3/2017,1,9,17,,,1,,,,1,,,,1,22
9/5/2017,1,2,20,,,,,,,,,,,1,22
9/7/2017,,,21,,,,,,,,,,,1,22
9/9/2017,,,7,11,,,,,,,,,,1,22
9/11/2017,,,6,11,,,,,,,,,,1,22
9/13/2017,,,,11,4,,,,,,,,,1,22
9/15/2017,,,,5,9,,,,,,,,,1,22
9/17/2017,,,,,6,8,,,,,,,,1,22
9/19/2017,,,,,1,13,,,,,,,,1,22
9/21/2017,,,,,,12,,,,,,,,1,22
9/23/2017,,,,,,10,1,1,,,,,,1,22
9/25/2017,,,,,,6,2,4,,,,2,"77,92",1,22
9/27/2017,,,,,,,3,7,1,1,,2,"54,96",1,22
9/29/2017,,,,,,,2,7,1,,,,,1,22
10/1/2017,,,,,,,,3,2,4,,,,1,22
10/3/2017,105,,,,,,,1,,2,,,,1,22
10/5/2017,128,12,,,,,,1,,,,,,1,22
10/7/2017,95,37,12,,,,,1,,,,,,1,22
10/9/2017,43,37,30,,,,,1,,,,,,1,22
10/11/2017,6,17,48,,,,,,,1,,,,1,22
10/13/2017,2,8,53,,,,,,,,,,,1,22
10/15/2017,,4,28,8,,,,,,,,,,1,22
10/17/2017,,,21,12,10,,,,,,,,,1,22
10/19/2017,,,11,17,14,,,,,,,,,1,22
10/21/2017,,,5,8,20,6,,,,,,,,1,22
10/23/2017,,,3,7,9,14,,,,,,,,1,22
10/25/2017,,,1,2,5,23,,,,,,,,1,22
10/27/2017,,,,1,6,,,,,,,,,1,22
10/29/2017,,,,,3,16,4,2,,1,,1,51,1,22
10/31/2017,,,,,1,9,7,4,,1,,5,"31,42,79,64,75",1,22
11/2/2017,,,,,,5,8,2,3,2,,9,"85,41,76,50,28,17,13,12",1,22
11/4/2017,,,,,,5,5,2,4,,,9,"18,31,22,20,38,55,49,91,84",1,22
11/6/2017,,,,,,,6,1,1,1,,1,20,1,22
11/8/2017,87,,,,,1,2,2,5,,,3,"66,20,17",1,22
11/10/2017,204,,,,,,2,1,1,1,,,,1,22
11/12/2017,134,23,,,,,2,,,1,,,,1,22
11/14/2017,95,77,,,,,1,,1,,,,,1,22
11/16/2017,40,72,21,,,,1,,,,,,,1,22
11/18/2017,3,27,55,,,,1,,,,,,,1,22
11/20/2017,3,24,55,3,,,1,,,,,,,1,22
11/22/2017,,10,56,8,,,,,,1,,,,1,22
11/24/2017,,,41,17,4,,,,,,,,,1,22
11/26/2017,,,29,16,13,,,,,,,,,1,22
11/28/2017,,,14,22,16,,,,,,,,,1,22
11/30/2017,,,5,17,20,5,,,,,,,,1,22
12/2/2017,,,2,11,13,16,,,,,,,,1,22
12/4/2017,,,1,7,10,23,,,,,,,,1,22
12/6/2017,,,,4,7,27,,,,,,,,1,22
12/8/2017,,,,3,5,26,1,3,,,,,,1,22
12/10/2017,,,,,1,24,5,6,,,,2,"31,84",1,22
12/12/2017,,,,,1,6,7,9,,,,4,"97,45,38,29",1,22
12/14/2017,,,,,,11,7,9,2,2,,7,"28,35,17,15,30,47,41",1,22
12/16/2017,,,,,,6,7,9,1,1,,3,"28,37,19",1,22
12/18/2017,,,,,,4,4,8,3,3,,2,"21,30",1,22
12/20/2017,141,,,,,1,3,2,2,7,,3,"40,19,32",1,22
12/22/2017,122,29,,,,,1,2,2,1,,1,33,1,22
12/24/2017,66,54,1,,,,1,1,,1,,,,1,22
12/26/2017,35,17,40,,,,,1,1,1,,,,1,22
12/28/2017,22,31,38,4,,,,1,,,,,,1,22
12/30/2017,47,11,45,4,,,,1,,,,,,1,22
1/1/2018,29,9,37,13,,,,,,1,,,,1,22
1/3/2018,6,20,20,23,3,,,,,,,,,1,22
1/5/2018,1,13,12,19,11,,,,,,,,,1,22
1/7/2018,,,17,10,13,6,,,,,,,,1,22
1/9/2018,,,14,11,10,9,,,,,,,,1,22
1/11/2018,,,10,10,4,13,,,,,,,,1,22
1/13/2018,,,8,7,8,13,,,,,,,,1,22
1/15/2018,,,4,7,8,11,1,1,,,,,,1,22
1/17/2018,,,,6,4,9,3,2,1,,,,,1,22
1/19/2018,,,,5,3,6,6,3,,,,,,1,22
1/21/2018,,,,2,2,,6,2,,1,,6,"20,137,156,17,89,94",1,22
5/19/2016,20,,,,,,,,,,20,,,2,22
5/21/2016,20,,,,,,,,,,20,,,2,22
5/23/2016,24,10,,,,,,,,,20,,,2,22
5/25/2016,13,24,,,,,,,,,20,,,2,22
5/27/2016,9,13,23,,,,,,,,20,,,2,22
5/29/2016,8,10,23,,,,,,,,20,,,2,22
5/31/2016,11,9,18,3,6,,,,,,20,,,2,22
6/2/2016,7,7,15,7,7,,,,,,20,,,2,22
6/4/2016,14,5,9,10,12,,,,,,20,,,2,22
6/6/2016,14,7,11,4,9,6,,,,,20,,,2,22
6/8/2016,22,6,7,4,7,10,,,,,20,,,2,22
6/10/2016,22,10,5,5,7,13,,,,,20,,,2,22
6/12/2016,5,21,7,3,3,18,2,,,,20,,,2,22
6/14/2016,7,16,11,2,4,16,4,1,,,20,,,2,22
6/16/2016,17,5,18,2,2,11,7,2,,,20,3,"122, 86, 58",2,22
6/18/2016,10,11,19,6,1,8,6,4,3,,20,2,"115, 53",2,22
6/20/2016,12,16,11,4,3,7,4,4,4,,20,1,45,2,22
6/22/2016,25,6,9,7,4,6,4,3,1,2,20,5,"56, 34, 65, 58, 101",2,22
6/24/2016,18,12,11,6,7,4,2,3,3,1,20,3,"124, 173, 45",2,22
6/26/2016,14,19,21,3,4,6,3,2,,2,20,4,"171, 136, 128, 144",2,22
6/28/2016,20,15,23,5,3,8,2,2,1,,20,,,2,22
6/30/2016,96,9,27,5,2,8,1,1,2,1,20,,,2,22
7/2/2016,88,16,29,4,6,8,,,,,20,,,2,22
7/4/2016,93,29,20,5,4,8,1,2,1,,,,,2,22
7/6/2016,85,38,22,7,3,7,1,4,,,,,,2,22
7/8/2016,40,36,15,12,4,11,,3,1,1,,,,2,22
7/10/2016,27,18,31,5,8,13,,2,,1,,,,2,22
7/12/2016,18,23,28,7,7,10,1,3,,1,,1,86,2,22
7/14/2016,51,5,33,10,2,16,3,1,,2,,2,"63, 111",2,22
7/16/2016,42,14,28,7,7,11,3,1,1,1,,1,77,2,22
7/18/2016,21,24,20,7,9,9,2,,2,1,,,,2,22
7/20/2016,15,15,10,14,6,10,2,,1,,,,,2,22
7/22/2016,63,16,8,9,10,8,4,2,1,,,1,134,2,22
7/24/2016,70,7,11,4,9,12,4,2,1,,,,,2,22
7/26/2016,30,24,11,5,4,13,2,1,2,2,,,,2,22
7/28/2016,1,23,7,7,3,12,2,1,2,,,,,2,22
7/30/2016,,24,11,4,3,11,2,2,,,,,,2,22
8/1/2016,,10,16,5,3,9,1,2,1,2,,1,52,2,22
8/3/2016,,,19,7,,6,3,4,1,,,1,63,2,22
8/5/2016,,,11,8,2,4,4,2,1,2,,2,"46, 54",2,22
8/7/2016,,,,8,7,9,,1,4,1,,1,158,2,22
8/9/2016,,,,6,6,8,1,1,,1,,,,2,22
8/11/2016,10,1,,,1,15,,,1,1,,,,2,22
8/13/2016,22,2,,,,7,2,,,1,,,,2,22
8/15/2016,4,15,,,,4,1,2,1,,,,,2,22
8/17/2016,,4,15,,,,2,1,1,1,,,,2,22
8/19/2016,1,1,15,,,,3,,1,1,,1,41,2,22
8/21/2016,,2,10,1,,,2,,2,,,,,2,22
8/23/2016,,,4,2,4,,2,,,,,,,2,22
8/25/2016,,,1,5,4,,,,2,,,,,2,22
8/27/2016,,,,4,5,,,,,,,,,2,22
8/29/2016,,,,2,3,3,,,,,,,,2,22
8/31/2016,,,,1,1,3,2,4,1,3,,4,"88, 63, 106, 75",2,22
9/2/2016,,,,,1,4,,2,2,2,,,,2,22
9/4/2016,,,,,,3,,2,,1,,,,2,22
9/6/2016,,,,,,3,,1,,1,,,,2,22
9/8/2016,78,,,,,1,2,,,1,,,,2,22
9/10/2016,94,,,,,,2,1,,,,,,2,22
9/12/2016,16,60,,,,,,,2,1,,,,2,22
9/14/2016,3,52,,,,,,,,,,,,2,22
9/16/2016,3,4,43,,,,,,,,,,,2,22
9/18/2016,,6,36,,,,,,,,,,,2,22
9/20/2016,,2,25,15,,,,,,,,,,2,22
9/22/2016,,,6,22,10,,,,,,,,,2,22
9/24/2016,,,3,22,12,,,,,,,,,2,22
9/26/2016,,,2,8,19,6,,,,,,,,2,22
9/28/2016,,,1,4,12,16,,,,,,,,2,22
9/30/2016,,,1,2,3,22,,,,,,,,2,22
10/2/2016,,,,2,2,24,,,,,,,,2,22
10/4/2016,,,,,3,21,1,3,,,,,,2,22
10/6/2016,,,,,1,9,5,8,,,,2,"78, 126",2,22
10/8/2016,,,,,1,6,7,8,,1,,1,136,2,22
10/10/2016,,,,,,2,3,5,5,4,,6,"152, 63, 130, 84, 87, 127",2,22
10/12/2016,,,,,,,4,2,,2,,4,"82, 145, 72, 126",2,22
10/14/2016,,,,,,,3,1,1,1,,2,"64, 71",2,22
10/16/2016,130,,,,,,,,3,1,,,,2,22
10/18/2016,179,16,,,,,,,,,,,,2,22
10/20/2016,125,53,6,,,,,,,,,,,2,22
10/22/2016,71,77,7,,,,,,,,,,,2,22
10/24/2016,24,34,61,,,,,,,,,,,2,22
10/26/2016,,29,50,7,,,,,,,,,,2,22
10/28/2016,,21,39,8,,,,,,,,,,2,22
10/30/2016,,2,36,15,4,,,,,,,,,2,22
11/1/2016,,,21,18,16,,,,,,,,,2,22
11/3/2016,,,9,19,19,4,,,,,,,,2,22
11/5/2016,,,9,20,13,8,,,,,,,,2,22
11/7/2016,,,,20,11,14,,,,,,,,2,22
11/9/2016,,,,8,18,18,,1,,,,,,2,22
11/11/2016,,,,4,12,22,1,3,,,,,,2,22
11/13/2016,,,,,10,20,1,5,1,,,,,2,22
11/15/2016,,,,,7,16,3,7,,,,3,"55, 171, 47",2,22
11/17/2016,,,,,4,16,4,9,1,1,,3,"55, 94, 137",2,22
11/19/2016,,,,,2,7,4,12,3,2,,5,"46, 32, 78, 61, 118",2,22
11/21/2016,,,,,2,7,4,7,,4,,5,"38, 56, 34, 97, 205",2,22
11/23/2016,3,,,,1,2,4,5,3,3,,4,"68, 39, 77, 81",2,22
11/25/2016,139,,,,1,,4,3,1,3,,5,"44, 59, 51, 202, 236",2,22
11/27/2016,113,6,,,,,3,1,1,2,,1,126,2,22
11/29/2016,71,40,,,,,2,1,1,,,2,"38, 55",2,22
12/1/2016,35,27,38,,,,1,,1,1,,,,2,22
12/3/2016,26,18,43,,,,,,1,,,,,2,22
12/5/2016,48,4,49,,,,,,,,,,,2,22
12/7/2016,20,7,32,10,,,,,,,,,,2,22
12/9/2016,3,11,22,15,2,,,,,,,,,2,22
12/11/2016,,6,18,7,16,,,,,,,,,2,22
12/13/2016,,,9,8,19,2,,,,,,,,2,22
12/15/2016,,,6,7,11,15,,,,,,,,2,22
12/17/2016,,,2,6,8,12,1,2,,,,,,2,22
12/19/2016,,,,6,6,16,,2,1,,,,,2,22
12/21/2016,,,,3,6,14,1,3,,1,,,,2,22
12/23/2016,,,,1,6,9,2,6,1,,,,,2,22
12/25/2016,,,,1,4,9,3,7,,,,3,"88,127,94",2,22
12/27/2016,,,,,1,9,3,5,1,5,,5,"62,85,49,57,81",2,22
12/29/2016,,,,,1,7,3,3,1,3,,2,"60,53",2,22
12/31/2016,30,,,,,6,3,4,,,,2,"63,94",2,22
1/2/2017,50,,,,,3,3,4,1,2,,3,"142,38,51",2,22
1/4/2017,121,16,,,,2,,2,3,3,,1,46,2,22
1/6/2017,122,26,20,,,1,,3,,,,,,2,22
1/8/2017,76,43,23,,,1,,,,3,,,,2,22
1/10/2017,65,42,42,,,,,,,,,,,2,22
1/12/2017,22,52,51,4,,,,,,,,,,2,22
1/14/2017,1,23,44,22,2,,,,,,,,,2,22
1/16/2017,,7,30,11,8,,,,,,,,,2,22
1/18/2017,,3,30,6,10,,,,,,,,,2,22
1/20/2017,,,21,7,7,,,,,,,,,2,22
1/22/2017,,,11,10,7,,,,,,,,,2,22
1/24/2017,,,4,8,11,4,,,,,,,,2,22
1/26/2017,,,3,7,12,,,,,,,,,2,22
1/28/2017,,,,6,8,9,,,,,,,,2,22
1/30/2017,,,,2,6,12,,,,,,,,2,22
2/1/2017,,,,2,3,12,,1,,,,,,2,22
2/3/2017,,,,2,2,10,,2,,,,,,2,22
2/5/2017,,,,2,,7,2,4,,,,1,94,2,22
2/7/2017,,,,1,,6,4,3,,1,,3,"66,97,128",2,22
2/9/2017,,,,1,,3,2,3,3,1,,2,"64,97",2,22
2/11/2017,43,,,1,,2,2,,,3,,2,"72,63",2,22
2/13/2017,36,5,,,,,3,,1,,,,,2,22
2/15/2017,86,17,5,,,,2,,1,,,,,2,22
2/17/2017,71,23,13,,,,1,,1,,,,,2,22
2/19/2017,47,35,22,,,,,,1,,,,,2,22
2/21/2017,33,36,29,,,,,,,,,,,2,22
2/23/2017,9,20,36,5,,,,,,,,,,2,22
2/25/2017,4,6,34,12,3,,,,,,,,,2,22
2/27/2017,,4,32,13,7,,,,,,,,,2,22
3/1/2017,,,15,20,11,3,,,,,,,,2,22
3/3/2017,,,10,14,12,5,,,,,,,,2,22
3/5/2017,,,4,6,18,9,,,,,,,,2,22
3/7/2017,,,3,5,14,12,,,,,,,,2,22
3/9/2017,,,2,2,5,16,,2,,,,,,2,22
3/11/2017,,,,2,2,17,,4,,,,,,2,22
3/13/2017,,,,1,,16,1,5,,,,,,2,22
3/15/2017,,,,1,,12,2,7,,,,2,"64,42",2,22
3/17/2017,,,,,,5,4,9,,2,,3,"55,49,28",2,22
3/19/2017,,,,,,2,4,8,2,2,,4,"40,78,125,107",2,22
3/21/2017,,,,,,1,4,6,,3,,2,"36,38",2,22
3/23/2017,48,,,,,1,2,6,2,,,,,2,22
3/25/2017,65,,,,,1,2,4,,2,,3,"18,20,22",2,22
3/27/2017,105,16,,,,1,,1,2,3,,1,37,2,22
3/29/2017,123,15,22,,,,,,,1,,,,2,22
3/31/2017,49,34,29,,,,,,,,,,,2,22
4/2/2017,16,40,29,,,,,,,,,,,2,22
4/4/2017,,13,43,1,,,,,,,,,,2,22
4/6/2017,,4,42,11,,,,,,,,,,2,22
4/8/2017,,,35,8,9,,,,,,,,,2,22
4/10/2017,,,20,16,10,,,,,,,,,2,22
4/12/2017,,,9,8,15,7,,,,,,,,2,22
4/14/2017,,,1,13,12,12,,,,,,,,2,22
4/16/2017,,,,8,13,15,,,,,,,,2,22
4/18/2017,,,,3,11,17,1,,,,,,,2,22
4/20/2017,,,,2,6,15,5,1,,,,2,"66,52",2,22
4/22/2017,,,,1,3,15,6,3,,,,6,"54,50,78,66,67,39",2,22
4/24/2017,,,,,1,13,7,4,1,1,,3,"22,53,87",2,22
4/26/2017,,,,,,8,5,6,3,,,2,"11,37",2,22
4/28/2017,43,,,,,4,5,6,2,2,,,,2,22
4/30/2017,196,2,,,,,4,4,4,2,,4,"31,95,77,62",2,22
5/2/2017,104,17,,,,,2,3,2,1,,,,2,22
5/4/2017,13,77,2,,,,1,2,1,1,,,,2,22
5/6/2017,1,28,49,,,,1,1,,1,,,,2,22
5/8/2017,23,15,51,,,,,,1,1,,,,2,22
5/10/2017,37,2,46,3,,,,,,,,,,2,22
5/12/2017,14,9,33,13,,,,,,,,,,2,22
5/14/2017,2,12,19,16,8,,,,,,,,,2,22
5/16/2017,,5,4,17,16,2,,,,,,,,2,22
5/18/2017,,,7,8,18,8,,1,,,,,,2,22
5/20/2017,,,3,4,15,12,,1,,,,,,2,22
5/22/2017,,,1,4,5,19,,1,,,,,,2,22
5/24/2017,,,,1,2,23,,2,,,,,,2,22
5/26/2017,,,,1,1,15,4,1,,2,,2,"21,27",2,22
5/28/2017,,,,1,,8,6,2,3,,,3,"42,50,88",2,22
5/30/2017,,,,,,2,10,1,1,2,,1,47,2,22
6/1/2017,,,,,,1,6,1,4,,,4,"15,42,19,61",2,22
6/3/2017,38,,,,,1,2,,4,1,,3,"18,14,19",2,22
6/5/2017,110,,,,,1,1,,1,,,,,2,22
6/7/2017,46,33,,,,,1,,1,,,,,2,22
6/9/2017,83,51,5,,,,1,,,,,,,2,22
6/11/2017,45,9,40,,,,,,1,,,,,2,22
6/13/2017,7,26,39,,,,,,,,,,,2,22
6/15/2017,,16,31,6,1,,,,,,,,,2,22
6/17/2017,,,25,18,3,,,,,,,,,2,22
6/19/2017,,,18,15,12,,,,,,,,,2,22
6/21/2017,,,11,11,18,,,,,,,,,2,22
6/23/2017,,,10,5,16,11,,,,,,,,2,22
6/25/2017,,,7,8,13,10,,,,,,,,2,22
6/27/2017,,,1,1,9,18,,,,,,,,2,22
6/29/2017,,,,1,6,21,,1,,,,,,2,22
7/1/2017,,,,,6,18,2,3,,,,,,2,22
7/3/2017,,,,,,12,7,6,1,1,,6,"94,22,31,38,72,27,30",2,22
7/5/2017,,,,,,,5,6,2,1,,9,"77,89,44,40,163,21,209,37,27",2,22
7/7/2017,,,,,,4,4,6,2,3,,4,"38,31,24,37",2,22
7/9/2017,65,,,,,,,,,,,,,2,22
7/11/2017,259,11,,,,3,2,,2,1,,6,"41,38,21,27,33,44",2,22
7/13/2017,156,21,10,,,3,1,,1,,,,,2,22
7/15/2017,41,64,23,,,3,,,1,,,,,2,22
7/17/2017,1,65,39,,,2,,1,,,,,,2,22
7/19/2017,,13,71,7,,,,,,2,,,,2,22
7/21/2017,,,64,5,8,,,,,,,,,2,22
7/23/2017,,,38,13,15,,,,,,,,,2,22
7/25/2017,,,37,13,15,,,,,,,,,2,22
7/27/2017,,,23,20,9,1,,,,,,,,2,22
7/29/2017,,,12,20,13,3,,,,,,,,2,22
7/31/2017,,,7,11,18,3,,,,,,,,2,22
8/2/2017,,,2,6,16,8,,,,,,,,2,22
8/4/2017,,,2,4,7,15,,,,,,,,2,22
8/6/2017,,,1,4,,20,1,,,,,,,2,22
8/8/2017,,,2,1,21,,2,,,,,,,2,22
8/10/2017,,,,1,,15,6,2,,,,,,2,22
8/12/2017,,,,1,,7,7,4,2,1,,,,2,22
8/14/2017,,,,,,3,6,4,2,1,,5,"29,34,65,70,91",2,22
8/16/2017,,,,,,,3,4,4,1,,1,97,2,22
8/18/2017,,,,,,,,2,3,2,,2,"20,26",2,22
8/20/2017,154,,,,,,,1,,1,,,,2,22
8/22/2017,181,11,,,,,,,,1,,,,2,22
8/24/2017,81,63,,,,,,,,,,,,2,22
8/26/2017,12,68,20,,,,,,,,,,,2,22
8/28/2017,2,40,42,1,,,,,,,,,,2,22
8/30/2017,1,6,57,8,,,,,,,,,,2,22
9/1/2017,,4,51,5,,,,,,,,,,2,22
9/3/2017,,,37,11,4,,,,,,,,,2,22
9/5/2017,,,22,11,12,,,,,,,,,2,22
9/7/2017,,,16,15,11,1,,,,,,,,2,22
9/9/2017,,,1,8,17,11,,,,,,,,2,22
9/11/2017,,,,4,17,14,,,,,,,,2,22
9/13/2017,,,,7,7,20,,,,,,,,2,22
9/15/2017,,,,1,3,23,,1,,,,,,2,22
9/17/2017,,,,,1,11,3,7,2,,,,,2,22
9/19/2017,,,,,8,2,1,3,7,,,,,2,22
9/21/2017,,,,,2,6,,,,,,,,2,22
9/23/2017,,,,,,2,1,1,1,1,,,,2,22
9/25/2017,11,,,,,2,,,,1,,,,2,22
9/27/2017,15,,,,,,,,2,,,,,2,22
9/29/2017,6,3,,,,,,,,,,,,2,22
10/1/2017,2,5,2,,,,,,,,,,,2,22
10/3/2017,,3,5,,,,,,,,,,,2,22
10/5/2017,,,7,,,,,,,,,,,2,22
10/7/2017,1,,4,2,,,,,,,,,,2,22
10/9/2017,,,4,,1,,,,,,,,,2,22
10/11/2017,,,2,2,1,,,,,,,,,2,22
10/13/2017,1,,,1,2,1,,,,,,,,2,22
10/15/2017,,,,,3,1,,,,,,,,2,22
10/17/2017,,,,,3,1,,,,,,,,2,22
10/19/2017,,,,,,4,,,,,,,,2,22
10/21/2017,,,,,,3,,1,,,,,,2,22
10/23/2017,,,,,,1,1,1,,,,2,"128,147",2,22
10/25/2017,,,,,,,1,,,1,,,,2,22
10/27/2017,,,,,,,,,1,,,,,2,22
10/29/2017,47,,,,,,,,,,,,,2,22
10/31/2017,29,,,,,,,,,,,,,2,22
11/2/2017,15,6,,,,,,,,,,,,2,22
11/4/2017,,20,,,,,,,,,,,,2,22
11/6/2017,,20,,,,,,,,,,,,2,22
11/8/2017,,1,11,,,,,,,,,2,"51,33",2,22
11/10/2017,,,9,3,,,,,,,,,,2,22
11/12/2017,,,1,6,5,,,,,,,,,2,22
11/14/2017,,,,2,9,,,,,,,,,2,22
11/16/2017,,,,3,8,1,,,,,,,,2,22
11/18/2017,,,,3,3,4,,,,,,,,2,22
11/20/2017,,,,,,6,,,,,,,,2,22
11/22/2017,,,,,,6,,,,,,,,2,22
11/24/2017,,,,,,6,,,,,,,,2,22
11/26/2017,,,,,,2,3,1,,,,,,2,22
11/28/2017,,,,,,,3,1,,,,2,"41,139",2,22
11/30/2017,,,,,,,2,1,,,,2,"38,47",2,22
12/2/2017,,,,,,,2,1,,,,,,2,22
12/4/2017,,,,,,,1,1,1,,,,,2,22
12/6/2017,98,,,,,,,,1,,,,,2,22
12/8/2017,100,6,,,,,,,,,,,,2,22
12/10/2017,67,43,,,,,,,,,,,,2,22
12/12/2017,26,35,15,,,,,,,,,,,2,22
12/14/2017,2,25,26,,,,,,,,,,,2,22
12/16/2017,,8,33,3,,,,,,,,,,2,22
12/18/2017,,4,27,8,3,,,,,,,,,2,22
12/20/2017,,,12,10,7,,,,,,,,,2,22
12/22/2017,,,3,13,9,,,,,,,,,2,22
12/24/2017,,,2,8,10,5,,,,,,,,2,22
12/26/2017,,,1,5,6,13,,,,,,,,2,22
12/28/2017,,,,4,5,15,,,,,,,,2,22
12/30/2017,,,,3,2,15,1,1,,,,,,2,22
